CONTINENT,COUNTRY,GID_0,GID_1,GID_2,Class,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018,loss_2019,loss_2020,loss_2021,loss_2022
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-5181,57.35789589193713,32.665524673152355,77.88727407800347,57.274305179423834,106.2224507782454,223.51215501548046,219.68018747491007,102.1990770341127,294.58965667080463,71.81416495556239,241.09511979190017,549.4848650069914,69.76375970218318,36.5541230714456,89.19300861886278,3.593430109127958,93.16655221056905,28.22296077861735,62.70108851353358,7.391543828471742,44.60658021485953,129.14811538089575
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-5000,160.92699691772742,94.43876560625718,273.9304251187312,162.896143697442,401.18065361208903,274.00048860907157,306.183057327027,165.10434393385736,195.02178005277793,119.14769249590822,162.16894021836208,140.831564152493,55.34248651911686,32.966923776960286,32.86508892120686,1.484463715486784,2.9663197589737473,44.083128530231406,6.835594338962853,55.47050569167112,27.858013891660516,12.912834971445914
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-3100,43.30579595681192,45.3041139247826,132.63398838978853,71.21180180134188,18.362132826818126,162.74599372630257,7.834468840274389,40.67808917898224,36.29911913769136,28.305158404100855,16.73457561147317,34.296032651777665,7.617947793477965,3.783331598731237,,,,1.4675650085664647,7.471419565695668,,,
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-2100,429.7935332634719,153.3837999006169,397.9177303663365,223.74073298579617,1063.2930823979698,383.8071374128615,267.16052406800173,775.1593855562227,408.85024722203394,312.56445253310335,625.4987819003711,505.92302947688404,541.7731657967371,189.8367521952163,60.33495597937834,38.76966822379708,15.823556411916805,67.7482408723253,181.30105549231382,4.785201697361573,68.98875371987643,52.01634463614587
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-1300,81.29501731179953,36.91520746208283,102.97176996541782,51.59696688746467,213.4007918333048,108.80402108052536,107.9567807149304,77.63733626849381,75.77888146155874,169.17853985989532,74.92488636825588,1760.302445399315,6880.99978985625,941.5346025581313,69.48868818916253,24.46246039678722,45.35387533657055,18.459189856954527,74.85866390863994,1.6778163868618068,115.30875025263616,19.565648513312
South America,Uruguay,URY,URY.1_2,URY.1.1_2,-100,57.696477372797126,12.06776755574786,60.22016220458592,273.30559866419327,33.061769185393274,65.18709842322346,30.519269051606802,37.505485559367436,12.33037905330205,10.87283588742444,38.720630514122334,76.82275573370889,2.8889385077982395,0.0,,,,,,,,
South America,Uruguay,URY,URY.1_2,URY.1.1_2,100,,,6.1354487247658085,20.60222674220774,,,4.531776483845058,11.983708751291584,10.519923379088764,0.0,18.896180065846934,7.754890210438258,,,,,,,,,,
South America,Uruguay,URY,URY.1_2,URY.1.1_2,1300,11.19686743733948,14.283389946971084,43.97948031713349,5.099717553437151,22.759964119304094,4.030355496511967,34.73922001806959,1.5182347461825991,6.924952287410848,3.41368867824017,3.4249762896435296,85.1870662842167,191.24521684267572,57.14542994705007,,,,,4.481192292644751,,11.303983546805398,10.65765383762605
South America,Uruguay,URY,URY.1_2,URY.1.1_2,2100,106.5914036675745,90.53967174378565,265.53937403185495,589.36614641563,211.89127177341732,300.4129007323205,328.1145829086336,685.8866172695652,304.0012016316297,228.54165313599106,359.64043588194687,433.6723877870791,745.6162460674129,73.7249444498926,86.42511398514645,71.43821368913333,81.37623033306019,110.46670335596983,170.17361534073345,73.87088973957628,37.26778397631842,92.83739175860197
South America,Uruguay,URY,URY.1_2,URY.1.1_2,3100,96.10301555725839,38.242504493910985,429.45398974392424,368.61937520263325,286.3453688475906,298.67562137360284,59.58928811711292,205.09479706754817,90.72689240485448,157.83236625078507,108.87221203603418,149.52734889954027,130.6245224803321,71.72864303922782,255.27665237541456,277.5375780260868,20.345474305676795,32.162184906720434,61.50028074505393,4.977294841688313,3.195553243170235,1.6277861189777343
South America,Uruguay,URY,URY.1_2,URY.1.1_2,3242,,,3.6666327103286718,31.4812835838661,132.59492962665988,8.692914644812001,8.182040208202212,171.37985535808872,96.20096669492808,,25.35120347240689,1.716453574163901,1.571866519955278,1.5206193414270386,,4.139036547443556,,,,,,
South America,Uruguay,URY,URY.1_2,URY.1.1_2,5000,12.89145824890919,22.747338041116024,69.24490395295338,44.99605126988338,51.203835466621484,55.32161147867438,49.18174540579287,59.61873724102803,72.85656865607946,33.10294196245978,47.522212633008664,107.81782731047018,25.469234717321427,9.907341159622364,,,2.8575824301933697,1.7972071094676751,4.12828259044408,,3.143547838927891,39.93051040873307
South America,Uruguay,URY,URY.1_2,URY.1.2_2,-5181,,,10.710248091600118,,2.0936632954211136,5.3560021771626865,9.775906804573378,7.935168735674091,,7.011228839040292,19.567467611949514,15.773179899063265,,,,,,2.155831590749268,,,,
South America,Uruguay,URY,URY.1_2,URY.1.2_2,-5000,,9.075437728262985,10.23625250478587,1.871471375927549,2.1986583037071235,2.074993432315546,81.40378798320108,20.941689554077595,21.107301163454153,3.99929434253293,75.84175273793008,14.522401134076272,,,2.0751602780306837,,,12.903949691781275,,,,
South America,Uruguay,URY,URY.1_2,URY.1.2_2,-3100,,,4.063248140158925,,,26.364549542676855,,,,,,,,,,,,,,,,
